movie_title,director_popularity,main_actor,secondary_actor,third_actor,duration,gen_Drama,gen_Comedy,gen_Thriller,gen_Action,gen_Romance,gen_Adventure,gen_Crime,gen_Fantasy,gen_Sci-Fi,gen_Horror,gen_Family,gen_Mystery,gen_Animation,gen_Biography,gen_Music,gen_Sport,gen_War,gen_Musical,gen_History,gen_Documentary,gen_Western,gen_Film-Noir,gen_Short,gen_News,gen_Reality-TV,gen_Game-Show,num_voted_users,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,crat_R,crat_PG-13,crat_PG,crat_,crat_G,crat_Not Rated,crat_Approved,crat_Unrated,crat_TV-14,crat_TV-PG,crat_X,crat_TV-MA,crat_Passed,crat_TV-G,crat_NC-17,crat_GP,crat_M,crat_TV-Y7,profit_ratio,imdb_score
Clockstoppers ,3,10,6,2,94,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11212,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422519269,LET_57
Last Action Hero ,9,7,5,3,130,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106528,4,14,24,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7145199143,GET_58_AND_LET_64
The Good German ,15,9,4,3,105,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21481,12,3,15,13,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04077615625,GET_58_AND_LET_64
The Pursuit of Happyness ,3,19,5,2,117,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,338383,7,3,2,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.956109745,GET_72
The Core ,4,8,2,1,135,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77029,1,7,4,1,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518521,LET_57
The Family Man ,8,30,11,7,125,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85844,3,38,2,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26273475,GET_65_AND_LET_71
Aloha ,7,14,20,31,105,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39778,40,28,10,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5673377568,LET_57
Valentine's Day ,8,20,9,22,125,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95437,3,1,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.124553385,LET_57
The Shallows ,3,3,2,1,86,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12983,17,42,18,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.191613706,GET_65_AND_LET_71
Bubble Boy ,1,19,4,6,84,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25541,9,1,3,1,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3847930769,LET_57
Mission to Mars ,10,11,6,1,114,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60467,12,3,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6763846111,LET_57
End of the Spear ,1,2,1,1,108,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4360,96,4,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1703287,GET_65_AND_LET_71
The Rules of Attraction ,1,3,7,12,110,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44339,3,40,14,48,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6314405,GET_65_AND_LET_71
The Limey ,15,3,2,2,89,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24412,6,2,1,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3547891111,GET_65_AND_LET_71
Chill Factor ,1,4,2,1,102,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8367,11,6,1,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3302335294,LET_57
Life as a House ,4,3,9,6,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39105,17,2,19,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8645348333,GET_72
Where the Heart Is ,1,18,7,10,120,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27044,2,2,15,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2514116,GET_65_AND_LET_71
Thirteen Days ,4,14,1,1,145,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45231,1,2,6,1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432084325,GET_72
The R.M. ,2,4,1,1,101,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,2,4,2,93,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22323,GET_58_AND_LET_64
Blue Streak ,4,5,10,6,93,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60572,45,11,1,93,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.049356769,GET_58_AND_LET_64
Behind Enemy Lines ,3,2,4,1,106,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86902,30,7,1,8,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47671965,GET_58_AND_LET_64
Open Range ,3,24,6,5,139,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54096,9,4,11,5,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.651303636,GET_72
Get Rich or Die Tryin' ,4,5,8,3,117,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,35834,17,6,47,16,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77454625,LET_57
Mary Reilly ,3,25,1,1,108,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11913,9,4,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1191489362,GET_58_AND_LET_64
Fame ,2,5,2,5,123,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14062,27,1,52,34,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.247344944,LET_57
Transformers: Revenge of the Fallen ,13,8,6,5,150,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323207,3,3,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.010383445,GET_58_AND_LET_64
Newlyweds ,4,1,1,1,95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5093333333,GET_58_AND_LET_64
Locker 13 ,1,5,5,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6,5,1,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008226666667,LET_57
Edtv ,12,23,9,7,122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35599,3,20,2,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4065909091,GET_58_AND_LET_64
Glee: The 3D Concert Movie ,2,2,2,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5156,10,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317871,LET_57
The Wackness ,4,3,6,2,99,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27266,2,7,83,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3461743333,GET_65_AND_LET_71
Miracle at St. Anna ,16,19,5,7,160,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15697,53,2,1,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1759308222,GET_58_AND_LET_64
The Thomas Crown Affair ,9,11,7,5,113,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73068,6,2,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443838833,GET_65_AND_LET_71
The Conspirator ,5,12,18,19,122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23696,1,40,1,13,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46152816,GET_65_AND_LET_71
The Big Year ,4,4,8,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34809,11,1,15,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1757106829,GET_58_AND_LET_64
Monsters; Inc. ,3,34,10,7,92,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,585659,126,4,21,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52093407,GET_72
47 Ronin ,1,23,8,1,128,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116994,40,1,5,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2188417429,GET_58_AND_LET_64
Home Alone ,7,6,6,13,103,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311075,13,1,1,38,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87562461,GET_72
Indiana Jones and the Last Crusade ,24,28,3,1,127,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515306,4,6,3,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.107745958,GET_72
The Day the Earth Stood Still ,5,23,9,2,104,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139426,72,7,2,27,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9920473125,LET_57
The Game of Their Lives ,1,19,7,2,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2613,17,1,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187737,GET_58_AND_LET_64
Antz ,5,25,11,5,83,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124641,4,126,24,22,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8633005143,GET_65_AND_LET_71
Wild Things ,1,31,6,1,115,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90677,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4876972,GET_65_AND_LET_71
We're No Angels ,3,46,14,2,106,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17349,3,6,42,93,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5277674,GET_58_AND_LET_64
It's Complicated ,5,22,5,4,120,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69860,6,23,13,35,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325923176,GET_65_AND_LET_71
Stepmom ,7,25,6,2,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46482,6,17,1,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82061654,GET_65_AND_LET_71
Meet Joe Black ,4,22,28,4,178,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169023,23,96,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4956259444,GET_65_AND_LET_71
Hav Plenty ,1,4,1,1,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,126,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.541195385,GET_65_AND_LET_71
Think Like a Man ,6,4,10,7,122,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34579,3,1,11,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62893375,GET_65_AND_LET_71
Batman Returns ,16,5,3,2,126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215255,21,5,4,10,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.035396225,GET_65_AND_LET_71
Pooh's Heffalump Movie ,1,2,3,4,68,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4180,7,11,9,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9040813,GET_58_AND_LET_64
Blue Ruin ,2,6,1,1,90,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42678,19,14,15,3,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2420943436,GET_65_AND_LET_71
Interview with the Vampire: The Vampire Chronicles ,3,28,26,20,123,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239752,7,1,3,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754410133,GET_72
Street Kings ,7,23,9,7,109,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94892,26,7,125,7,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32078245,GET_65_AND_LET_71
Trust ,1,9,1,1,106,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34224,1,65,2,52,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006127789474,GET_65_AND_LET_71
Joy Ride ,4,17,1,1,97,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53415,1,1,18,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9553557391,GET_65_AND_LET_71
The Conjuring 2 ,7,2,2,2,134,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64989,2,19,1,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.557754375,GET_72
The Godfather: Part III ,11,21,9,5,170,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267980,16,28,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234741889,GET_72
Taxi to the Dark Side ,1,1,3,1,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10564,9,1,2,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274661,GET_72
Radio Flyer ,8,6,4,16,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,17,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1329136286,GET_65_AND_LET_71
Loser ,4,2,2,1,98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23076,40,2,142,83,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7732013,LET_57
54 ,1,17,2,7,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27675,1,1,83,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.274979308,GET_58_AND_LET_64
The Age of Innocence ,20,3,2,3,139,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36267,9,2,40,142,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066666667,GET_72
Someone Like You... ,2,19,6,1,97,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19709,21,8,10,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18861013,GET_58_AND_LET_64
Bless the Child ,6,10,2,1,107,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12093,2,65,1,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73435445,LET_57
Django Unchained ,8,18,8,2,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,955174,2,4,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62804648,GET_72
Dylan Dog: Dead of Night ,1,2,1,2,107,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13026,1,21,1,10,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591677,LET_57
Halloween II ,5,4,3,4,119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36372,16,34,9,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225741867,LET_57
Cadillac Records ,1,10,1,2,109,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15412,17,5,1,41,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6778514167,GET_65_AND_LET_71
You Got Served ,2,1,1,2,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23671,15,1,126,47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.008312125,LET_57
The Expendables ,2,16,25,8,113,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270226,4,4,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287269638,GET_65_AND_LET_71
The Invention of Lying ,1,14,8,6,100,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94292,2,10,4,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9967071351,GET_58_AND_LET_64
Teenage Mutant Ninja Turtles ,6,5,5,2,101,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167089,2,11,7,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52696992,GET_58_AND_LET_64
Over the Hedge ,4,36,20,13,83,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127345,9,12,11,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93774175,GET_65_AND_LET_71
Jupiter Ascending ,5,20,13,3,127,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139593,40,28,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2691779943,LET_57
American Pie 2 ,2,10,7,12,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200260,17,2,40,43,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.836560667,GET_58_AND_LET_64
Step Brothers ,6,29,13,1,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212499,27,52,2,142,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545673738,GET_65_AND_LET_71
Sphinx ,2,9,4,2,118,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,3,11,1,3,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05714285714,LET_57
Jeff; Who Lives at Home ,4,24,2,3,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56005,5,1,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4244155,GET_65_AND_LET_71
The Best Man ,7,10,8,1,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6525,28,7,3,28,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.786099444,GET_65_AND_LET_71
Walk Hard: The Dewey Cox Story ,4,5,2,1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55630,48,2,13,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5233471714,GET_65_AND_LET_71
The Hills Have Eyes II ,1,4,4,8,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49721,21,31,2,125,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386756267,LET_57
Swing Vote ,1,6,7,9,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15079,1,5,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7754457143,GET_58_AND_LET_64
Herbie Fully Loaded ,2,5,11,4,101,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36431,2,14,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32004008,LET_57
Toy Story ,5,27,10,2,74,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,623757,1,11,7,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.393207767,GET_72
Star Wars: Episode IV - A New Hope ,5,28,1,3,125,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911097,2,2,1,24,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.90324227,GET_72
Contagion ,15,36,2,1,106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180479,1,5,3,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.260645717,GET_65_AND_LET_71
After.Life ,1,20,6,3,104,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30836,1,1,1,2,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02405088889,GET_58_AND_LET_64
Grease ,3,1,10,5,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,170027,2,6,81,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22666667,GET_72
Captain America: The First Avenger ,4,9,6,5,124,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508818,2,2,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261691543,GET_65_AND_LET_71
Tuck Everlasting ,3,13,9,2,90,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17983,1,3,38,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.277204933,GET_65_AND_LET_71
Extraordinary Measures ,2,28,13,7,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14281,5,7,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3824094839,GET_65_AND_LET_71
Date Night ,12,13,26,20,101,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127571,9,83,5,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7947528,GET_58_AND_LET_64
Dumb and Dumber To ,10,31,8,9,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97045,8,9,19,27,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.463086,LET_57
Waterworld ,4,2,1,2,176,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144337,32,1,8,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5042641143,GET_58_AND_LET_64
Full Frontal ,15,25,4,7,101,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8662,23,126,6,43,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253223,LET_57
Like Mike ,3,1,6,1,99,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15074,27,1,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7144141,LET_57
The Conjuring ,7,2,7,1,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300110,24,4,3,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8693636,GET_72
Clear and Present Danger ,5,28,1,5,141,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69663,35,3,1,48,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967946935,GET_65_AND_LET_71
